lat,lng,url,src,datetaken
41.925470,-87.659364,http://flickr.com/photos/jamesbondsv/53418571532,https://farm66.static.flickr.com/65535/53418571532_da7f0e02ce_m.jpg,2023-12-24
41.881958,-87.627550,http://flickr.com/photos/jamesbondsv/53416354727,https://farm66.static.flickr.com/65535/53416354727_32f6a106d8_m.jpg,2023-12-23
41.877912,-87.631586,http://flickr.com/photos/jamesbondsv/53413563699,https://farm66.static.flickr.com/65535/53413563699_f19458f348_m.jpg,2023-12-21
41.878768,-87.639148,http://flickr.com/photos/jamesbondsv/53412315797,https://farm66.static.flickr.com/65535/53412315797_c18acbe4f4_m.jpg,2023-12-21
41.877374,-87.638330,http://flickr.com/photos/jamesbondsv/53412316927,https://farm66.static.flickr.com/65535/53412316927_3873192197_m.jpg,2023-12-21
41.920521,-87.632633,http://flickr.com/photos/jamesbondsv/53411763984,https://farm66.static.flickr.com/65535/53411763984_3a90e622eb_m.jpg,2023-12-20
41.878779,-87.640364,http://flickr.com/photos/jamesbondsv/53408421880,https://farm66.static.flickr.com/65535/53408421880_1b3e2538d9_m.jpg,2023-12-18
41.859542,-87.628349,http://flickr.com/photos/jamesbondsv/53400055541,https://farm66.static.flickr.com/65535/53400055541_f2ba1da2fe_m.jpg,2023-12-15
41.936578,-87.649246,http://flickr.com/photos/jamesbondsv/53393205757,https://farm66.static.flickr.com/65535/53393205757_b3761d776d_m.jpg,2023-12-12
50.107227,8.667727,http://flickr.com/photos/jamesbondsv/53389149182,https://farm66.static.flickr.com/65535/53389149182_a6238112f6_m.jpg,2023-12-11
50.128186,8.712445,http://flickr.com/photos/jamesbondsv/53390373623,https://farm66.static.flickr.com/65535/53390373623_a12d4eaf14_m.jpg,2023-12-11
50.113791,8.678930,http://flickr.com/photos/jamesbondsv/53389093719,https://farm66.static.flickr.com/65535/53389093719_051150407a_m.jpg,2023-12-10
50.107922,8.698309,http://flickr.com/photos/jamesbondsv/53390629400,https://farm66.static.flickr.com/65535/53390629400_b9d5089c14_m.jpg,2023-12-10
50.115399,8.671771,http://flickr.com/photos/jamesbondsv/53390512824,https://farm66.static.flickr.com/65535/53390512824_60aeab0cc5_m.jpg,2023-12-10
50.109311,8.674633,http://flickr.com/photos/jamesbondsv/53387187259,https://farm66.static.flickr.com/65535/53387187259_784088a3e7_m.jpg,2023-12-09
50.733622,7.099496,http://flickr.com/photos/jamesbondsv/53384394340,https://farm66.static.flickr.com/65535/53384394340_b37cb494c3_m.jpg,2023-12-08
50.715139,7.124247,http://flickr.com/photos/jamesbondsv/53383893003,https://farm66.static.flickr.com/65535/53383893003_8b2d734d43_m.jpg,2023-12-08
50.714368,7.122037,http://flickr.com/photos/jamesbondsv/53382779107,https://farm66.static.flickr.com/65535/53382779107_a042910dae_m.jpg,2023-12-08
50.714368,7.122037,http://flickr.com/photos/jamesbondsv/53382779757,https://farm66.static.flickr.com/65535/53382779757_c553614600_m.jpg,2023-12-08
50.732179,7.096818,http://flickr.com/photos/jamesbondsv/53383555968,https://farm66.static.flickr.com/65535/53383555968_5c9ab94c84_m.jpg,2023-12-07
50.300494,7.460557,http://flickr.com/photos/jamesbondsv/53383427571,https://farm66.static.flickr.com/65535/53383427571_25f77dddef_m.jpg,2023-12-07
49.599905,6.134598,http://flickr.com/photos/jamesbondsv/53402681436,https://farm66.static.flickr.com/65535/53402681436_fd049f2238_m.jpg,2023-12-07
49.599515,6.132966,http://flickr.com/photos/jamesbondsv/53402668406,https://farm66.static.flickr.com/65535/53402668406_568ee4d2ab_m.jpg,2023-12-07
49.608713,6.126641,http://flickr.com/photos/jamesbondsv/53402679816,https://farm66.static.flickr.com/65535/53402679816_cbe7d3cf9e_m.jpg,2023-12-06
49.611084,6.126141,http://flickr.com/photos/jamesbondsv/53402859558,https://farm66.static.flickr.com/65535/53402859558_6143b47173_m.jpg,2023-12-06
49.599608,6.133290,http://flickr.com/photos/jamesbondsv/53402674966,https://farm66.static.flickr.com/65535/53402674966_1efde36f59_m.jpg,2023-12-06
49.599515,6.132966,http://flickr.com/photos/jamesbondsv/53402670736,https://farm66.static.flickr.com/65535/53402670736_64457c669f_m.jpg,2023-12-06
49.599608,6.133290,http://flickr.com/photos/jamesbondsv/53402999404,https://farm66.static.flickr.com/65535/53402999404_6d5cc6075b_m.jpg,2023-12-06
49.599905,6.134598,http://flickr.com/photos/jamesbondsv/53402861613,https://farm66.static.flickr.com/65535/53402861613_4b8302342a_m.jpg,2023-12-06
50.844373,4.345383,http://flickr.com/photos/jamesbondsv/53378023427,https://farm66.static.flickr.com/65535/53378023427_ecf771291c_m.jpg,2023-12-05
50.872994,4.376944,http://flickr.com/photos/jamesbondsv/53379141744,https://farm66.static.flickr.com/65535/53379141744_bd5fd87e13_m.jpg,2023-12-05
50.873580,4.377025,http://flickr.com/photos/jamesbondsv/53379274140,https://farm66.static.flickr.com/65535/53379274140_d6383c9d2b_m.jpg,2023-12-05
50.874205,4.377475,http://flickr.com/photos/jamesbondsv/53379274090,https://farm66.static.flickr.com/65535/53379274090_83b3928ff8_m.jpg,2023-12-05
